sep=;
Kunder
Forsikringsnummer;Etternavn;Fornavn;Kunde siden;Fakturaadresse;Ubetalte erstatninger
12321;Solheim;Aksel;2009-10-5;Kornveien 77;35859.0
12322;Hassel;Mathias;2014-4-6;Susebukta 72;86760.0
12323;Salvesen;Lucas;2001-5-21;Søre Renen 10;85252.0
12324;Pedersen;Jonas;2000-8-22;Vikens gate 34;34684.0
12325;Ruud;Oscar;2005-6-14;Arbeidergata 35;489.0
12326;Finnerud;Celina;2008-4-16;Matrosvegen 72;12538.0
12327;Karlsen;Pernille;1998-3-2;Altagårdsbakken 71;7250.0
12328;Grønli;Aylin;2014-3-25;Røykåskroken 19;47452.0
12329;Østgård;Frida;2011-12-16;Hellerveien 26;42682.0
12330;Schrøder;Oliver;2007-5-1;Stallane 71;73795.0
12331;Schei;Maria;2011-1-19;Rorhusvegen 17;19209.0
12332;Indrebø;Bernard;2007-4-3;Tungen 6;39893.0
12333;Bru;Matilde;1996-8-9;Storgaten 95;58461.0
12334;Rognmo;Amalie;2013-5-1;Parkveien 48;1638.0
12335;Johansen;Emma;2002-7-21;Tømmeråsveien 69;99819.0
12336;Mathisen;Johanna;2015-0-15;Johan Riefs gate 58;77414.0
12337;Aunan;Jakob;2014-4-26;Rasmus Mortensens vei 15;28270.0
12338;Roland;Nathalie;2019-0-0;Blåbærvegen 28;71250.0
12339;Lie;Mikael;2006-5-25;Vennelystveien 66;66236.0
12340;Sivertsen;Benjamin;2013-9-16;Johan Riefs gate 84;84661.0
12341;Sletvold;Maria;2004-2-1;Hellerveien 84;71389.0
12342;Askevold;Julie;1997-0-10;Hvalsveien 99;88402.0
12343;Håland;Nicolai;2015-1-9;Skoleveien 33;38297.0
12344;Stokkenes;Sofia;2019-3-28;Ringaberget 85;80416.0
12345;Ødegård;Andrea;2007-11-0;Meheiaveien 14;14697.0
12346;Jama;Martin;2005-0-15;Turveien 44;2935.0
12347;Helgeland;Erlend;2000-4-0;Stensveien 68;11054.0
12348;Graff;Storm;2016-1-27;Øvregate 100;27574.0
12349;Jønsson;Amalie;2006-8-28;Lirypeveien 53;23677.0
12350;Sunde;Erlend;2013-1-1;Lomviveien 47;13235.0
12351;Opstad;Jonas;2016-11-1;Steinveien 58;75295.0
12352;Bjørkli;Thea;2014-9-28;Nedre Eidstredet 25;35537.0
12353;Dahl;Mathilde;2004-5-11;Nøklebytoppen 58;76827.0
12354;Sverdrup;Mikael;2006-1-6;Borgveien 45;87044.0
12355;Lea;Phillip;2010-4-28;Gjetaren 34;67799.0
12356;Olafsen;Sebastian;1995-8-4;Frølichs vei 35;39967.0
12357;Lund;Millian;2016-6-20;Vågsmyrgata 53;55098.0
12358;Herdlevær;Ibrahim;2012-7-7;Nedre Eidstredet 9;77987.0
12359;Wik;Aron;2018-6-6;Ulrikskvern 55;11893.0
12360;Larsen;Nicolai;2013-11-9;Kjelleviktoppen 30;72154.0
12361;Nøttveit;Samira;1997-7-19;Tinnstien 72;59441.0
12362;Andersen;Ingeborg;2014-11-18;Olav Nygards veg 59;87919.0
12363;Reiersen;Emilie;1998-9-14;Kristian Larsens veg 76;17193.0
12364;Vangen;Nathaniel;2008-12-17;Sidsel Sidsærks vei 82;78929.0
12365;Johansen;Marie;1996-3-4;Furustadveien (uten husnummer) 63;80691.0
12366;Nilsen;Sofia;2000-9-25;Påleklova 67;1969.0
12367;Thoresen;Magnus;2012-7-18;Mikkelsbergbakken 21;24117.0
12368;Løken;Nora;1996-7-4;Vestre Solhellinga 100;82092.0
12369;Varhaug;Henriette;2004-5-6;Måsesvingen 27;39079.0
12370;Strøm;Alicja;2018-5-8;Markvegen 14;30713.0
12371;Hovden;Victoria;2003-2-15;Dansrudveien 54;34956.0
12372;Andersen;Jonas;2017-4-16;Gamle Jåttåvågen 63;40459.0
12373;Nesheim;Andreas;2002-10-6;Almeveien 46;9179.0
12374;Pedersen;Andreas;2001-10-14;Svovelstikka 25;43334.0
12375;Håkonsen;Mathea;1997-11-19;Grensen 36;40506.0
12376;Bjerkan;Karoline;1995-10-4;Grenaderveien 79;41651.0
12377;Varhaug;Joakim;1996-11-8;Vestre Solhellinga 44;78129.0
12378;Alvestad;Gabriel;2013-12-23;Mauds vei 38;88430.0
12379;Johansen;Marius;1999-3-12;Balders gate 49;66161.0
12380;Eide;﻿Emma;2001-3-9;Løhaugvegen 54;65347.0
12381;Lien;Kenneth;2013-3-0;Frusetholtet 88;99056.0
12382;Eriksen;Hedda;2018-2-6;Londalen 23;73304.0
12383;Kolstad;Vetle;2013-10-27;Sagplassvegen 43;2011.0
12384;Kleiven;Kian;2005-0-18;Skulgamvegen 58;83935.0
12385;Johansen;Mina;2018-7-11;Riegelsbakken 96;77437.0
12386;Hartveit;Torjus;2003-0-17;Falsens gate 100;63209.0
12387;Vik;Torben;1998-8-0;Peter Reimers gate 11;36368.0
12388;Kristiansen;Iben;2010-6-13;Solbakkeåsen 2;83299.0
12389;Johansen;Sofie;2015-9-23;Vikens gate 10;73588.0
12390;Drange;Benjamin;1996-10-8;Oppsaltoppen 16;86264.0
12391;Hopland;Ida;2014-4-1;Øyern plass 79;14570.0
12392;Larsen;Leander;2011-0-7;Sneveien 4;30902.0
12393;Rohde;Leon;2008-5-9;Peder Myhres veg 64;55877.0
12394;Kolnes;Aksel;2019-8-8;Ulsberghagen 26;68789.0
12395;Skaugen;Lars;2002-2-7;Torsborgveien 89;66622.0
12396;Hogstad;Elina;2000-12-13;Byggveien 41;54578.0
12397;Skeie;Martin;2012-4-10;Yttervikveien 95;93781.0
12398;Myhre;Nicoline;2015-8-13;Bankbakken 80;81327.0
12399;Hovden;Thea;2005-4-22;Baggliveien 95;56415.0
12400;Vold;Anton;1996-12-28;Valbeinet 85;47934.0
12401;Larsen;Kristoffer;1998-1-11;Hansbakken 56;57054.0
12402;Vangen;Jakob;2011-3-20;Gravavegen 27;80793.0
12403;Duong;Iver;1996-1-26;Gulsetkåsa 98;54638.0
12404;Nilsen;Malin;1998-7-3;Telemarksvingen 44;74762.0
12405;Bakker;Magnus;2000-3-2;Fredrikke Nielsens veg 20;16193.0
12406;Krogstad;Pernille;2013-4-2;Jorvardeveien 41;16644.0
12407;Kristensen;Martine;2001-11-1;Smedsvingen 63;7654.0
12408;Haugom;Dominykas;2014-4-4;Thora Meyers gate 100;6463.0
12409;Syversen;Ludvik;2000-2-21;Båtsmannsveien 75;70302.0
12410;Sveen;Martin;2009-8-6;Granholmlia 80;97777.0
12411;Otterstad;Laurits;2007-12-0;Sandbyveien 66;46040.0
12412;Aase;Odin;2006-6-17;Øvregate 30;27136.0
12413;Oppedal;Jon;1999-7-1;Paradevegen 60;89529.0
12414;Kolsrud;Andrine;2018-5-18;Paradevegen 32;96436.0
12415;Johansen;Nora;2010-8-22;Storhauggata 52;5514.0
12416;Knutsen;Nikolai;2005-12-11;Almeveien 84;79628.0
12417;Larsen;Isak;2002-11-7;Matrosvegen 98;91975.0
12418;Terjesen;Aurora;2009-1-1;Grevlingvegen 2;11666.0
12419;Braathen;Mia;2007-5-20;Espelandsvegen 37;52470.0
12420;Hagen;Lærke;2000-0-26;Dr. Gregertsens vei 49;3359.0
12421;Myren;Kenan;2018-6-12;Grankollen 98;21355.0
12422;Aasland;Thomas;2015-12-16;Nedrelien 55;48905.0
12423;Johansen;Leo;2004-7-3;Kjelleveien 39;1868.0
12424;Helgeland;Sunniva;1996-6-27;Holsts gate 13;98855.0
12425;Aase;Jonas;2018-0-6;Gamlelinja 76;84775.0
12426;Kleiven;Kristoffer;2018-8-13;Christen Andersens veg 42;20855.0
12427;Haugen;Iman;2018-11-24;Myrveien 32;13368.0
12428;Liabø;Ellinor;2005-9-5;Bertelsbakken 84;29282.0
12429;Aslaksen;Andreas;1997-12-21;Feddersens gate 66;85260.0
12430;Ruud;Jon;2016-8-24;Myrvoldvegen 77;9532.0
12431;Karlsen;Josef;2010-12-19;Jørgen Moes gate 11;49634.0
12432;Birkeland;Lucas;2012-7-20;Elgveien 5;61633.0
12433;Rasmussen;Melissa;2002-6-6;Skogveien 19;20630.0
12434;Martinsen;Emilie;2006-9-22;Filips gate 79;22519.0
12435;Brænden;Lara;2007-7-6;Rambergveien 88;4461.0
12436;Samuelsen;Haakon;1997-7-5;Sigurds vei 32;26143.0
12437;Reinertsen;Mohammed;2008-9-12;Gøtevegen 78;39082.0
12438;Stokkenes;Magnus;2007-4-13;Dalbakkveien 19;44513.0
12439;Brastad;Andreas;2008-11-9;Embetsveien 38;98708.0
12440;Bakken;Eirik;2006-3-18;Doktorveien 2;98417.0
12441;Nilsen;Arnas;2011-4-2;Osen 31;73924.0
12442;Halvorsen;Maja;2009-4-25;Ekrehaugen 69;41273.0
12443;Heide;Henny;1998-2-4;Hvålagata 71;30052.0
12444;Mikalsen;Mathea;2018-5-5;Grette 5;62654.0
12445;Johannesen;Tobias;2000-1-22;Abildsøfaret 42;14545.0
12446;Knudsen;Christine;2019-2-10;Store Skippergate 19;230.0
12447;Hadland;Ingeborg;2012-5-1;Adjunkt Dørums gate 36;21961.0
12448;Reiersen;Tuva;2019-2-23;Lilletorget 83;34569.0
12449;Landro;Ingrid;2004-11-23;Myrveien 16;56754.0
12450;Andersson;Silje;2014-3-11;Sigurds vei 50;87261.0
12451;Larsen;Isak;2016-11-26;Gamle Asheimvei 28;59233.0
12452;Rasmussen;Elias;2019-7-21;Grefsentunet 92;82982.0
12453;Røgeberg;Felix;2008-2-6;Songe terrasse 35;7625.0
12454;Nyhus;Linnea;2012-0-27;Fortunaveien 28;42353.0
12455;Seldal;Denis;2007-10-22;Industrigata 28;47928.0
12456;Backe;Ida;2015-10-25;Mikjelsbakken 76;27351.0
12457;Gjerde;Håvard;2018-1-2;Rødhettestien 79;4712.0
12458;Ottosen;Sofia;2002-12-16;Gjellum terrasse 7;75721.0
12459;Backe;Selma;2010-0-19;Gammelgårdvegen 71;17873.0
12460;Hågensen;Mathias;1996-11-20;Alfheimvegen 91;60052.0
12461;Wergeland;Marvin;2018-6-12;Vågsmyrgata 87;42532.0
12462;Sylte;Nora;2001-6-15;Kronprins Olavs allé 65;74962.0
12463;Opsahl;Lara;2007-4-10;Meheiaveien 4;72512.0
12464;Rønning;Amalie;2008-8-16;Øvre Eikervei 53;90204.0
12465;Dahl;Sabrina;1998-12-8;Vibeveien 55;94758.0
12466;Christiansen;Tiril;2013-9-25;Magnus Lagabøters veg 28;62166.0
12467;Pettersen;Ingrid;2017-11-27;Kringsjåveien 86;17457.0
12468;Jahren;Daniel;2006-1-0;Kvernhusmyrane 97;96209.0
12469;Korsnes;Markus;1997-0-13;Vennelystveien 1;76582.0
12470;Førland;Maja;2007-1-12;Ladebekken 12;21364.0
12471;Johnsen;Andreas;2011-2-6;Skolegata 99;2762.0
12472;Hansen;Anna;2000-6-22;Myrveien 4;81472.0
12473;Næss;Ada;2013-10-1;Frusetsvingen 58;54915.0
12474;Myhre;Una;2005-0-8;Sagplassvegen 48;3537.0
12475;Nygaard;Kajsa;2013-1-11;Orreveien 56;81386.0
12476;Kaspersen;Helene;1997-10-6;Hannibalveien 25;88194.0
12477;Thoresen;Mathias;2011-11-15;Nøklebytoppen 22;3083.0
12478;Lossius;Petter;2009-8-2;Knausen 47;5235.0
12479;Larsen;Oscar;2015-6-2;Ladebekken 95;63087.0
12480;Andersen;Liam;2016-5-5;Normannsgata 3;75303.0
12481;Rusten;Emil;2008-5-12;Bjørneveien 5;20972.0
12482;Ingvaldsen;Natalie;1997-3-7;Isdamveien 47;67810.0
12483;Leistad;Ali;2019-3-5;Korsvik allé 97;13444.0
12484;Dalen;Jacob;2003-5-18;Gjetaren 52;11842.0
12485;Olsen;Simon;1996-6-17;Kirkegata 16;25289.0
12486;Bråten;Aron;2004-7-19;Sigurd Nergaards veg 63;53183.0
12487;Holtet;Max;2010-6-24;Dammanns vei 61;43653.0
12488;Bakken;Lara;2001-10-5;Lille Frogner allé 65;23746.0
12489;Andreassen;Frøya;1996-9-10;Gullerud 25;66028.0
12490;Fossum;Preben;1999-5-5;Dreggjavikveien 91;27027.0
12491;Haugom;Jonas;2000-5-20;Dr. Gregertsens vei 60;33511.0
12492;Kvalsund;Marie;2001-5-11;Gravavegen 66;17152.0
12493;Olsen;Sofia;2017-7-19;Egstien 6;95966.0
12494;Olstad;Sebastian;2012-9-8;Thomas Von Westens gate 59;96441.0
12495;Nordengen;Natalie;2018-2-0;Thora Meyers gate 6;17194.0
12496;Rønning;Falk;2019-0-21;Sleipnerveien 68;45151.0
12497;Otterstad;Kaja;1998-5-1;Fastings gate 46;57861.0
12498;Røstad;Aurora;2010-9-21;Fredrikke Nielsens veg 77;26578.0
12499;Kvande;Ludvik;2016-4-1;Bekkefaret 57;60716.0
12500;Gjersøe;Martine;2015-0-2;Grensevegen 50;43287.0
12501;Hansen;Carl;2011-4-5;Storhauggata 83;73721.0
12502;Johansen;Ben;2007-10-27;Venus vei 38;29325.0
12503;Jakobsen;Nora;2013-10-9;Bruksvegen 50;30056.0
12504;Devik;Sofia;2005-2-11;Håkon Sverressons veg 4;97036.0
12505;Wold;Magnus;2008-7-20;Fastings gate 9;96705.0
12506;Strøm;Pernille;1998-7-14;Fagstadvegen 16;11152.0
12507;Dale;Marielle;2014-7-27;Sundevegen 17;60853.0
12508;Strand;Mathias;2005-12-3;Veslevegen 66;12415.0
12509;Karlsen;Håkon;2006-9-11;Vollane 23;16457.0
12510;Huynh;Iver;2013-9-18;Bøkleva 68;34080.0
12511;Johansen;Ragna;2014-4-6;Bruksvegen 34;40734.0
12512;Mork;Syver;1999-11-25;Chr Michelsens gate 63;89171.0
12513;Einvik;Julie;2006-4-13;Dvergveien 27;15660.0
12514;Holte;Vetle;1995-7-4;Kobbes gate 45;65132.0
12515;Andorsen;Filip;2001-6-24;Skansebakken 6;74056.0
12516;Larsen;Sabrina;2016-8-12;Brønnøyveien 80;63384.0
12517;Fjeld;Kristoffer;2001-12-1;Hansbakken 49;43469.0
12518;Hansen;Linnea;2013-1-0;Gramstadlia 2;17063.0
12519;Sylte;Celine;2016-0-14;Ladebekken 93;36296.0
12520;Ali;Lucas;2015-2-17;Rinds vei 67;60740.0
12521;Pettersen;Andreas;2001-7-23;Sædalsvegen 19;32797.0
12522;Arnøy;Benjamin;1996-7-12;Holeberget 67;77650.0
12523;Bjørkmo;Lucas;2019-2-18;Vårvegen 46;70776.0
12524;Krogstad;Kim;1995-7-22;Kjelleviktoppen 29;12067.0
12525;Stenberg;Hans;2008-2-25;Jongskollen 18;57442.0
12526;Klein;Ayman;2000-7-0;Londalen 83;10926.0
12527;Kalleberg;Anton;2005-1-2;Hubroveien 4;73269.0
12528;Arntzen;Selma;2002-4-17;Kirkebakken 99;16516.0
12529;Haarr;Timian;2005-3-6;Øivinds veg 25;79483.0
12530;Halvorsen;Mikal;1997-6-2;Ryes gate 86;80443.0
12531;Hansen;Axel;2008-10-2;Ringsveien 66;21630.0
12532;Hagen;Carl;2006-7-2;Kløverstien 69;29480.0
12533;Mørch;Tor;1996-4-21;Ditlev Bloms veg 41;28314.0
12534;Johnsen;Magnus;2017-0-22;Grubevegen 36;72637.0
12535;Vetrhus;Hanna;2004-6-14;Bakkegata 84;83499.0
12536;Jensen;Mikael;2004-6-2;Bredmyra 68;10950.0
12537;Iversen;Kim;2005-9-9;Vallehellene 23;13909.0
12538;Sara;Johannes;1999-9-4;Laura Gundersens gate 76;31290.0
12539;Karlsen;Elliot;1998-1-11;Korsvik allé 91;6848.0
12540;Hasle;Isak;2017-0-25;Glassverktunet 97;35864.0
12541;Østerbø;Mathilde;2009-8-22;Daniel Danielsens gate 8;78163.0
12542;Søfteland;Andreas;2009-8-14;Gåseidstien 100;19569.0
12543;Herdlevær;Simon;1995-1-19;Hubroveien 20;22855.0
12544;Sjøli;Andreas;1996-3-10;Furustadveien (uten husnummer) 91;93536.0
12545;Ingvaldsen;Elena;2005-7-1;Persvei 84;63428.0
12546;Gregersen;Kaya;2009-12-17;Thor Heyerdahls gate 65;96982.0
12547;Ali;﻿Emma;2007-8-6;Krokstien 79;61653.0
12548;Dalene;Ulrik;2000-11-10;Oskar Braatens veg 32;44811.0
12549;Hansen;Gabriella;2011-11-8;Huldervegen 21;30925.0
12550;Farstad;Astrid;2017-3-17;Falkåsen 13;79284.0
12551;Anwar;Luna;2018-2-14;Skrivar Wessels veg 99;13694.0
12552;Ødegård;Amalie;2001-0-10;Rambergveien 74;4096.0
12553;Halland;Iman;2016-4-20;Ramsays gate 67;18479.0
12554;Johansen;Idunn;1999-9-18;Sollivegen 99;31003.0
12555;Tangen;Lerke;2018-1-9;Solstien 90;62002.0
12556;Jensen;Syed;2011-6-3;Orekåsgata 89;43714.0
12557;Husebø;Sanna;1997-1-15;Fjordgata 40;80058.0
12558;Helleren;Mathea;2003-0-7;Gramstadlia 38;87265.0
12559;Olsen;Maja;2000-8-21;Othilie Tonnings vei 95;27882.0
12560;Braathen;Henrik;2015-6-4;Lundetunet 90;61047.0
12561;Solstad;Jonathan;2010-4-9;Nygata 44;13094.0
12562;Andersen;Alex;1995-10-27;Husebybakken 100;36126.0
12563;Borg;Thomas;1995-12-9;Granholmlia 59;20127.0
12564;Mork;Kajus;1997-4-18;Åkredalen 76;84609.0
12565;Johansen;Live;2012-6-24;H.Abr.Hansens gate 36;46810.0
12566;Moi;Lukas;2007-0-19;Bregneveien 47;71834.0
12567;Jensen;Pernille;2016-10-9;Eilert Sundts gate 6;34039.0
12568;Farstad;Kenneth;2019-11-5;Blindheimsnesvegen 90;73951.0
12569;Larsen;Casper;2000-0-28;Arbeidergata 99;34955.0
12570;Skare;Celine;1999-7-8;Hellinga 22;56324.0
12571;Stokkenes;Ingvild;1999-7-17;Storhauggata 55;51636.0
12572;Hårstad;Celina;2019-12-21;Nersengan 92;92021.0
12573;Karlsen;Vilde;2017-0-22;Otto Sverdrups vei 39;10311.0
12574;Skjetne;Amalie;2003-6-14;Longhammarvegen 26;69864.0
12575;Jahren;Linnea;2007-2-6;Beverstien 84;73086.0
12576;Pettersen;Selma;2000-6-24;Blekebakken 25;74053.0
12577;Daleng;Kristoffer;2008-2-1;Frivoldveien 88;64922.0
12578;Johnsen;Martin;2013-11-22;Nordre Skuteviksveien 51;46159.0
12579;Paulsen;Alexander;2005-3-9;Ivar Skårsets veg 10;64833.0
12580;Eriksen;Julie;2019-2-3;Sollivegen 10;101.0
12581;Rørvik;Selma;1998-1-10;Ole Nypans veg 57;67500.0
12582;Sjøthun;Eline;1996-9-24;Hubroveien 47;4640.0
12583;Sørensen;Håkon;2007-9-3;Nansenveien 93;95918.0
12584;Skråmestø;Aylin;2001-4-2;Hollendersvingen 97;62206.0
12585;Eriksen;Anna;2003-1-24;Tevlingveien 38;87604.0
12586;Hem;Stein;2018-7-8;Hasselveien 55;74707.0
12587;Fossum;Kim;2001-9-27;Irisveien 33;4376.0
12588;Jensen;Una;2012-11-0;Vennelystveien 29;91403.0
12589;Simonsen;Daniel;2015-12-0;Th. Engers veg 41;23033.0
12590;Hansen;Emma;2006-1-19;Borgenbråten 95;61779.0
12591;Larsen;Sigurd;2018-7-23;Skoleveien 58;12108.0
12592;Miller;Petter;2000-8-12;Pettersand 44;22969.0
12593;Hassel;William;2014-0-24;Johannes Minsaas' veg 42;99623.0
12594;Kjeldsen;Charlotte;2009-11-25;Jeppevegen 68;89296.0
12595;Samuelsen;Victoria;2019-8-28;Bakkeveien 85;59245.0
12596;Hestad;Imre;2009-5-18;Hagabråten 98;47756.0
12597;Haugen;Christina;2011-6-25;Hollendergata 37;36412.0
12598;Johansen;Jennie;2014-1-5;Kyrkslettvegen 1;58394.0
12599;Osland;Anna;2004-12-26;Mailundveien 100;66877.0
12600;Torp;Marcus;2015-2-9;Falsens gate 73;93989.0
12601;Johnsen;Andrea;1996-3-20;Mikkelsbergbakken 75;75804.0
12602;Grønås;Sarah;2017-11-11;Ivar Skårsets veg 51;93645.0
12603;Michaelsen;Oliver;2000-0-25;Sletta 98;64974.0
12604;Jakobsen;Kajus;2018-8-20;Snarrønningveien 46;5354.0
12605;Davidsen;Maria;2006-12-2;Kirkegata 48;88243.0
12606;Ellingsen;Konrad;1995-4-28;Agronomveien 8;16479.0
12607;Stene;Leo;2004-11-23;Lensmann Jens Sørums vei 57;88570.0
12608;Karlson;Vetle;2001-2-5;Kløverstien 33;93706.0
12609;Johansen;Markus;1997-11-18;Lillehauger 53;59104.0
12610;Krogstad;Theodor;2012-4-17;Strømsveien 68;80330.0
12611;Moi;Alexander;2005-4-21;Kleivastø 18;45783.0
12612;Kristensen;Mohammed;2016-5-17;H W Friis veg 1;66040.0
12613;Hansen;Tuva;2000-7-0;Marcus Thranes vei 68;50849.0
12614;Staven;Viktor;2005-2-15;Gramsborgveien 71;52940.0
12615;Graff;Christoffer;2017-5-15;Sannerød 26;37125.0
12616;Kolnes;Emmett;2000-7-1;Fossestuvegen 19;73122.0
12617;Svendsen;Elias;2010-0-6;Hukenveien 6;96702.0
12618;Martinsen;Noah;2004-0-15;Filips gate 60;98566.0
12619;Lian;Ingrid;1999-5-10;Blåtoppveien 39;76933.0
12620;Sakshaug;Marcus;1998-7-7;Søndre Rød 66;66420.0
12621;Pedersen;Karolina;1995-2-15;Majorvegen 83;9981.0
12622;Johnsen;Jonas;1999-0-23;Rosenlundveien 93;20224.0
12623;Sørensen;Mats;2014-5-23;Gunnerengveien 66;19307.0
12624;Vågenes;Noah;2005-12-22;Sollmanns vei 15;84061.0
12625;Hansen;Julie;2011-4-14;Bruksvegen 54;82051.0
12626;Eliassen;Amelia;1996-2-22;Rådmann Knudsens gate 68;62865.0
12627;Kolnes;Tuva;2003-7-7;Grette 4;8562.0
12628;Hansen;Jonas;1995-9-21;Trygves vei 99;36391.0
12629;Øyen;Una;2011-10-21;Grønmoveien 34;75165.0
12630;Nielsen;Anders;1998-10-9;Nordre Fjellgate 87;85286.0
12631;Gustavsen;Malene;1997-5-14;Elgveien 53;29542.0
12632;Eriksen;Leander;2003-5-28;Orrehaugen 63;15803.0
12633;Nørstebø;Isak;2000-7-7;Frogner plass 87;49855.0
12634;Øye;Thomas;2002-2-1;Hannibalveien 46;65544.0
12635;Knudsen;Lucas;2006-7-14;Rosnesstranda 47;8212.0
12636;Årseth;Henrik;2001-11-27;Påleklova 76;47904.0
12637;Lie;Maciej;2009-6-15;Lundetunet 92;28682.0
12638;Svensen;Agnes;2004-1-24;Skårgangen 62;91644.0
12639;Sjøthun;Olav;2000-3-22;Aabys gate 39;43532.0
12640;Sagen;Jennie;1998-11-19;Solbakkeåsen 66;88704.0
12641;Mo;Ingeborg;2002-1-5;Ole Nypans veg 66;81950.0
12642;Skjevik;Maria;2000-3-5;Vaskerelven 84;49407.0
12643;Østgaard;Sebastian;2005-7-19;Rødhettestien 31;83204.0
12644;Moe;Åse;2007-3-7;Jørgen Moes gate 39;57883.0
12645;Vangen;Emma;2005-5-8;Mikkelsbergbakken 17;73626.0
12646;Lien;Johanne;2006-1-17;Dansrudveien 97;97278.0
12647;Haukås;Lars;2019-10-11;Laura Gundersens gate 7;95702.0
12648;Amundsen;Martha;2011-4-0;Olav Kyrres plass 57;28497.0
12649;Begum;Natalie;2001-7-15;Bergbyveien 17;1717.0
12650;Ølmheim;Malin;1998-1-12;Øvre Bjørkåsen 97;19721.0
12651;Karlsen;Bjørn;2014-7-15;Pettersand 6;61244.0
12652;Løberg;Martine;1995-9-1;Bergstien 6;25080.0
12653;Heen;Selma;1995-3-24;Markvegen 37;68651.0
12654;Olsen;Jon;2001-11-2;Rikard Kaarbøs gate 81;66269.0
12655;Pettersen;Marie;2015-1-7;Kvålveien 84;56380.0
12656;Borg;Marie;2011-10-23;Lillehauger 50;11431.0
12657;Standal;Luna;2016-5-1;Borgenbråten 57;89166.0
12658;Lie;Martine;2013-3-5;Telemarksvingen 64;44006.0
12659;Jørgensen;Bartosz;2005-1-25;Bjørneveien 18;65243.0
12660;Rusten;Mathias;2016-12-19;Rosesmauet 24;73856.0
12661;Jacobsen;Jonas;2007-0-26;Rødskiferveien 4;44491.0
12662;Tønnessen;Nora;1997-3-2;Havreveien 36;48996.0
12663;Håkonsen;Joakim;2000-0-8;Hollendergata 7;41476.0
12664;Opsahl;Jennie;2018-0-14;Mathias Bruns gate 77;93698.0
12665;Solheim;Christine;2015-8-16;Aabys gate 89;74133.0
12666;Medhus;Kim;2013-9-17;Skulgamvegen 66;888.0
12667;Rye;Andrea;2008-8-3;Gjellum terrasse 33;48997.0
12668;Arnesen;Eirik;2013-8-14;Othilie Tonnings vei 61;28633.0
12669;Korsvold;Lars;2014-0-16;Bjørkelia 72;35926.0
12670;Habbestad;Melina;2007-11-6;Kvernhusmyrane 10;66286.0
12671;Akhtar;Jens;2019-2-1;Nesttunkollen 4;61818.0
12672;Kristiansen;Tiril;2018-8-8;Sparresgaten 19;15954.0
12673;Aune;Martha;1999-12-22;Bjørkelunden 53;33424.0
12674;Andersen;Mats;2000-9-16;Vollgata 13;13440.0
12675;Løken;Nicolai;2004-8-3;Rugdeberget 26;11721.0
12676;Jensen;Georg;2000-10-3;Kari Trestakks vei 4;67076.0
12677;Johansen;Mathea;2005-12-22;Westvang 43;47280.0
12678;Askim;Sebastian;2006-10-1;Vesthagen 33;21809.0
12679;Kristensen;Karolina;2012-2-3;Rugdevegen 85;48473.0
12680;Fonn;Vanessa;2011-0-3;Nisevegen 63;7553.0
12681;Birkeland;Lea;2015-2-23;O L Aunes gate 15;4730.0
12682;Olsen;Sigrid;2016-7-17;Beverstien 24;89935.0
12683;Bjørvik;Luna;2003-2-3;Johannes Minsaas' veg 60;30126.0
12684;Hjelseth;Nora;2002-2-16;Veslevegen 34;10468.0
12685;Harkestad;Christoffer;2016-6-12;Fridtjof Nansens plass 33;12099.0
12686;Hegdal;Johanna;2000-3-12;Hesby 77;12498.0
12687;Bergman;Eli;1996-3-21;Tegebærveien 18;40522.0
12688;Vinje;Emil;2002-6-5;Bjørklunds gate 17;32079.0
12689;Rasmussen;Gabriel;2013-8-10;Abildsøfaret 12;56207.0
12690;Jespersen;Felix;2007-5-17;Brakkebakken 49;50962.0
12691;Iden;Isabel;1995-6-7;Lauramarka 68;69240.0
12692;Larsen;Leah;2015-0-19;Skipper Wirkolas vei 51;81287.0
12693;Nyhus;Nina;2012-5-16;Stivivegen 29;28876.0
12694;Bø;Kristian;2014-4-17;Møllervegen 88;92931.0
12695;Anti;Nora;2016-1-0;Oksenøyveien 84;15867.0
12696;Larsen;Hanna;1996-6-16;Byggveien 93;78574.0
12697;Olsen;Ahmed;2019-6-19;Halvor Flodens veg 60;38172.0
12698;Safi;Hannah;2008-4-0;Møllervegen 59;36712.0
12699;Wold;Victor;2009-6-2;Rådmann Knudsens gate 74;87551.0
12700;Antonsen;Muhammad;1996-0-13;Moholmen 50;89645.0
12701;Ottosen;Nora;2014-11-24;Sorrisniva 59;79812.0
12702;Torgersen;Malene;2012-7-12;Nordre Sommerstien 65;65581.0
12703;Halvorsen;Jenny;1998-9-17;Sollivegen 3;74381.0
12704;Pedersen;Lucas;2002-2-19;Norderhovgata 76;57444.0
12705;Bashir;Johannes;1996-8-7;Mauds vei 97;84119.0
12706;Skare;Sarah;2016-3-27;Oksenøyveien 79;61431.0
12707;Furulund;Lerke;2010-8-7;Byggveien 25;30320.0
12708;Braathen;Nicolai;2005-1-23;Granliveien 17;74460.0
12709;Sivertsen;Daniel;2008-8-27;Årøhagen 7;95921.0
12710;Vetrhus;Phillip;2009-7-11;Vestmarkbakken 38;45327.0
12711;Wergeland;Tobias;2019-4-2;Arbeidergata 62;48482.0
12712;Hårstad;Thea;2005-2-14;Rosenlundveien 71;11762.0
12713;Aabel;Fredrik;2000-9-10;Skavhaugen 15;98099.0
